epsilon_beta1,epsilon_beta2,F_preparation,F_after_hold,minimum_F_hold,C_after_hold,norm_error,photonic_population_after_hold
-0.09,-0.09,0.994603306703735,0.994768966893283,0.994391885919594,0.994755320736695,2.57904808620424e-13,0.00521738694987144
-0.08,-0.09,0.994748263163376,0.99489594996238,0.994562813086215,0.994881916030914,2.8155255904494e-13,0.0050900161058729
-0.07,-0.09,0.994880141307898,0.995010155483332,0.994720312259309,0.994995708002126,2.14828155264968e-13,0.00497539703524779
-0.06,-0.09,0.994999103774431,0.995111752915824,0.994864535244979,0.995096865325461,4.37427871702312e-14,0.00487335949377039
-0.05,-0.09,0.995105330830864,0.995200929076309,0.994995651856124,0.995185574018395,9.70334923522387e-14,0.00478371586586672
-0.04,-0.09,0.995199019789626,0.995277887545004,0.995113849326359,0.995262036850011,6.86117829218347e-14,0.00470626176006818
-0.03,-0.09,0.995280384365352,0.995342848036908,0.995219331691077,0.995326472714463,1.72084568816899e-14,0.00464077664063827
-0.02,-0.09,0.995349654049287,0.99539604575791,0.995312319143974,0.995379115989689,3.13082892944294e-14,0.00458702447389916
-0.01,-0.09,0.995407073418948,0.995437730720187,0.995393047373835,0.995420215855553,1.95399252334028e-14,0.00454475441519817
0,-0.09,0.995452901441381,0.995468167044411,0.995452901441381,0.995450035598976,5.92859095149834e-13,0.00451370150956209
0.01,-0.09,0.995487410756565,0.99548763224101,0.995471284891865,0.995468851898084,2.28705943072782e-14,0.00449358741608207
0.02,-0.09,0.995510886920977,0.995496416459785,0.99546377396423,0.995476954075215,1.11022302462516e-14,0.00448412115565169
0.03,-0.09,0.995523627668857,0.99549482173766,0.995446167353821,0.995474643347645,1.25455201782643e-14,0.00448499987232513
0.04,-0.09,0.995525942122166,0.995483161219176,0.99541884951226,0.995462232051521,8.14903700074865e-14,0.00449590961324487
0.05,-0.09,0.995518150008705,0.995461758371206,0.995382147930601,0.995440042859951,1.25233157177718e-13,0.00451652611760963
0.06,-0.09,0.995500580845387,0.995430946172173,0.995336399319725,0.995408407975658,5.04041253179821e-14,0.00454651563129115
0.07,-0.09,0.995473573152885,0.995391066312097,0.995281948805941,0.995367668334518,1.74749104076e-13,0.00458553571015485
0.08,-0.09,0.995437473613478,0.995342468365916,0.995219149110885,0.995318172782391,2.36477504245158e-13,0.00463323605033112
0.09,-0.09,0.995392636253536,0.995285508972048,0.995148359729208,0.995260277257203,2.93431945408429e-13,0.00468925931281523
0.1,-0.09,0.995339421613914,0.995220551003433,0.995069946097241,0.995194343963505,1.38666855775682e-13,0.0047532419566364
-0.1,-0.08,0.994494537114357,0.994676768639229,0.994257572876912,0.994664398419582,2.41362485553509e-13,0.00531086114135702
