xi_t,deltaK_over_K0_0_001,deltaK_over_K0_0_005,deltaK_over_K0_0_01,deltaK_over_K0_0_05,deltaK_over_K0_0_1
25.9375,0.999869549833475,0.996746929151187,0.987089188492536,0.744520517029018,0.425004251643075
26.25,0.999868007972286,0.996708540867874,0.986937591201716,0.741934088498769,0.420770927701858
26.5625,0.999866466113476,0.996670154063031,0.986786017193229,0.739356645097054,0.416579770471966
26.875,0.999864924257043,0.996631768736601,0.986634466463497,0.736788155609969,0.412430359945018
27.1875,0.999863382402988,0.996593384888527,0.986482939008948,0.734228588932044,0.40832228029619
27.5,0.99986184055131,0.996555002518752,0.986331434826005,0.731677914065868,0.404255119842554
27.8125,0.99986029870201,0.996516621627219,0.986179953911095,0.729136100121714,0.400228471001811
28.125,0.999858756855088,0.996478242213872,0.986028496260645,0.726603116317165,0.396241930251458
28.4375,0.999857215010543,0.996439864278652,0.985877061871081,0.724078931976738,0.392295098088338
28.75,0.999855673168376,0.996401487821504,0.985725650738831,0.72156351653152,0.388387578988613
29.0625,0.999854131328587,0.99636311284237,0.985574262860323,0.719056839518788,0.384518981368125
29.375,0.999852589491175,0.996324739341194,0.985422898231986,0.716558870581648,0.380688917543151
29.6875,0.99985104765614,0.996286367317919,0.985271556850249,0.714069579468663,0.376897003691558
30,0.999849505823484,0.996247996772486,0.985120238711542,0.711588936033488,0.373142859814333
30.3125,0.999847963993205,0.996209627704841,0.984968943812295,0.709116910234507,0.369426109697506
30.625,0.999846422165303,0.996171260114926,0.984817672148939,0.706653472134465,0.365746380874448
30.9375,0.99984488033978,0.996132894002683,0.984666423717905,0.704198591900107,0.362103304588544
31.25,0.999843338516633,0.996094529368056,0.984515198515626,0.70175223980182,0.358496515756239
31.5625,0.999841796695864,0.996056166210988,0.984363996538534,0.699314386213268,0.354925652930451
31.875,0.999840254877473,0.996017804531423,0.984212817783062,0.696885001611037,0.351390358264354
32.1875,0.99983871306146,0.995979444329303,0.984061662245644,0.694464056574275,0.347890277475509
32.5,0.999837171247824,0.995941085604571,0.983910529922714,0.692051521784335,0.344425059810367
32.8125,0.999835629436566,0.995902728357171,0.983759420810706,0.689647368024425,0.340994358009118
33.125,0.999834087627685,0.995864372587045,0.983608334906056,0.68725156617925,0.337597828270888
33.4375,0.999832545821181,0.995826018294137,0.983457272205199,0.684864087234656,0.334235130219288
33.75,0.999831004017056,0.995787665478389,0.983306232704573,0.682484902277289,0.330905926868303
34.0625,0.999829462215308,0.995749314139746,0.983155216400613,0.680113982494234,0.327609884588522
34.375,0.999827920415937,0.995710964278149,0.983004223289758,0.677751299172674,0.324346673073704
34.6875,0.999826378618944,0.995672615893542,0.982853253368445,0.675396823699535,0.321115965307679
35,0.999824836824329,0.995634268985869,0.982702306633113,0.673050527561146,0.317917437531572
35.3125,0.999823295032091,0.995595923555072,0.982551383080201,0.670712382342893,0.314750769211362
35.625,0.99982175324223,0.995557579601095,0.982400482706149,0.668382359728868,0.311615643005758
35.9375,0.999820211454748,0.99551923712388,0.982249605507396,0.666060431501535,0.308511744734402
36.25,0.999818669669642,0.995480896123371,0.982098751480384,0.663746569541384,0.305438763346377
36.5625,0.999817127886915,0.995442556599511,0.981947920621554,0.661440745826589,0.30239639088904
36.875,0.999815586106564,0.995404218552242,0.981797112927348,0.659142932432673,0.299384322477161
37.1875,0.999814044328592,0.995365881981509,0.981646328394207,0.656853101532164,0.296402256262369
37.5,0.999812502552996,0.995327546887254,0.981495567018576,0.654571225394264,0.293449893402903
37.8125,0.999810960779778,0.995289213269421,0.981344828796897,0.65229727638451,0.290526938033663
38.125,0.999809419008939,0.995250881127951,0.981194113725614,0.650031226964439,0.287633097236561
38.4375,0.999807877240476,0.99521255046279,0.981043421801172,0.647773049691256,0.284768081011169
38.75,0.999806335474391,0.995174221273879,0.980892753020017,0.6455227172175,0.281931602245655
39.0625,0.999804793710683,0.995135893561162,0.980742107378593,0.643280202290715,0.279123376688009
39.375,0.999803251949353,0.995097567324583,0.980591484873347,0.641045477753118,0.276343122917561
39.6875,0.9998017101904,0.995059242564083,0.980440885500726,0.638818516541271,0.273590562316779
40,0.999800168433825,0.995020919279607,0.980290309257177,0.636599291685753,0.270865419043344
40.3125,0.999798626679627,0.994982597471097,0.980139756139147,0.634387776310834,0.268167420002508
40.625,0.999797084927807,0.994944277138497,0.979989226143086,0.632183943634148,0.265496294819731
40.9375,0.999795543178364,0.994905958281751,0.979838719265442,0.629987766966371,0.262851775813581
41.25,0.999794001431299,0.994867640900799,0.979688235502665,0.627799219710895,0.26023359796891
41.5625,0.999792459686611,0.994829324995587,0.979537774851204,0.625618275363507,0.257641498910296
41.875,0.999790917944301,0.994791010566058,0.97938733730751,0.623444907512071,0.255075218875752
42.1875,0.999789376204368,0.994752697612154,0.979236922868035,0.621279089836204,0.25253450069069
42.5,0.999787834466812,0.994714386133818,0.979086531529229,0.619120796106957,0.250019089742155
42.8125,0.999786292731634,0.994676076130995,0.978936163287546,0.616970000186501,0.247528733953301
43.125,0.999784750998834,0.994637767603626,0.978785818139437,0.614826676027809,0.245063183758138
43.4375,0.999783209268411,0.994599460551655,0.978635496081357,0.612690797674339,0.242622192076517
43.75,0.999781667540365,0.994561154975026,0.978485197109758,0.610562339259721,0.240205514289372
44.0625,0.999780125814697,0.994522850873682,0.978334921221096,0.608441275007445,0.237812908214204
44.375,0.999778584091406,0.994484548247565,0.978184668411825,0.606327579230544,0.235444134080812
44.6875,0.999777042370493,0.994446247096619,0.978034438678401,0.604221226331289,0.233098954507266
45,0.999775500651957,0.994407947420787,0.97788423201728,0.602122190800876,0.230777134476117
45.3125,0.999773958935798,0.994369649220013,0.977734048424918,0.600030447219117,0.228478441310846
45.625,0.999772417222017,0.994331352494238,0.977583887897772,0.597945970254132,0.226202644652545
45.9375,0.999770875510614,0.994293057243408,0.977433750432301,0.595868734662044,0.223949516436833
46.25,0.999769333801588,0.994254763467464,0.977283636024961,0.59379871528667,0.221718830871005
46.5625,0.999767792094939,0.994216471166351,0.977133544672212,0.591735887059221,0.219510364411396
46.875,0.999766250390667,0.99417818034001,0.976983476370514,0.589680224997993,0.217323895740987
47.1875,0.999764708688773,0.994139890988386,0.976833431116326,0.58763170420807,0.215159205747223
47.5,0.999763166989257,0.994101603111422,0.976683408906108,0.585590299881017,0.213016077500055
47.8125,0.999761625292117,0.994063316709061,0.976533409736321,0.583555987294584,0.210894296230199
48.125,0.999760083597356,0.994025031781245,0.976383433603427,0.581528741812406,0.208793649307619
48.4375,0.999758541904971,0.993986748327919,0.976233480503889,0.5795085388837,0.206713926220213
48.75,0.999757000214964,0.993948466349026,0.976083550434167,0.577495354042975,0.204654918552718
49.0625,0.999755458527335,0.993910185844508,0.975933643390725,0.575489162909729,0.202616419965827
49.375,0.999753916842083,0.993871906814309,0.975783759370028,0.57348994118816,0.200598226175508
49.6875,0.999752375159208,0.993833629258372,0.975633898368538,0.571497664666864,0.198600134932535
50,0.99975083347871,0.993795353176641,0.975484060382722,0.56951230921855,0.196621946002216
50.3125,0.99974929180059,0.993757078569058,0.975334245409043,0.567533850799743,0.194663461144331
50.625,0.999747750124847,0.993718805435567,0.975184453443969,0.565562265450492,0.192724484093262
50.9375,0.999746208451482,0.993680533776111,0.975034684483965,0.563597529294086,0.190804820538329
51.25,0.999744666780494,0.993642263590633,0.974884938525498,0.561639618536756,0.188904278104314
51.5625,0.999743125111883,0.993603994879077,0.974735215565035,0.559688509467393,0.187022666332183
51.875,0.99974158344565,0.993565727641385,0.974585515599044,0.557744178457262,0.185159796660001
52.1875,0.999740041781793,0.993527461877502,0.974435838623995,0.555806601959708,0.183315482404034
52.5,0.999738500120315,0.993489197587369,0.974286184636356,0.553875756509879,0.181489538740044
52.8125,0.999736958461214,0.993450934770931,0.974136553632597,0.55195161872444,0.179681782684761
53.125,0.99973541680449,0.993412673428131,0.973986945609187,0.550034165301285,0.177892033077553
53.4375,0.999733875150143,0.993374413558912,0.973837360562597,0.548123373019262,0.176120110562266
53.75,0.999732333498173,0.993336155163217,0.973687798489299,0.546219218737886,0.174365837569253
54.0625,0.999730791848582,0.993297898240989,0.973538259385765,0.544321679397061,0.172629038297579
54.375,0.999729250201367,0.993259642792172,0.973388743248466,0.542430732016801,0.1709095386974
54.6875,0.999727708556529,0.993221388816709,0.973239250073876,0.540546353696952,0.169207166452527
55,0.999726166914069,0.993183136314543,0.973089779858468,0.538668521616914,0.167521750963154
55.3125,0.999724625273987,0.993144885285617,0.972940332598716,0.536797213035363,0.165853123328759
55.625,0.999723083636281,0.993106635729876,0.972790908291094,0.534932405289979,0.164201116331184
55.9375,0.999721542000953,0.993068387647261,0.972641506932077,0.53307407579717,0.162565564417875
56.25,0.999720000368002,0.993030141037716,0.972492128518142,0.531222202051796,0.160946303685289
56.5625,0.999718458737429,0.992991895901185,0.972342773045763,0.529376761626902,0.159343171862473
56.875,0.999716917109232,0.992953652237611,0.972193440511418,0.527537732173441,0.157756008294798
57.1875,0.999715375483413,0.992915410046937,0.972044130911583,0.525705091420005,0.156184653927863
57.5,0.999713833859972,0.992877169329106,0.971894844242737,0.523878817172558,0.154628951291554
57.8125,0.999712292238907,0.992838930084061,0.971745580501358,0.522058887314164,0.153088744484264
58.125,0.99971075062022,0.992800692311747,0.971596339683925,0.52024527980472,0.151563879157269
58.4375,0.99970920900391,0.992762456012105,0.971447121786916,0.518437972680688,0.15005420249926
58.75,0.999707667389978,0.99272422118508,0.971297926806812,0.516636944054833,0.14855956322103
59.0625,0.999706125778422,0.992685987830615,0.971148754740093,0.514842172115953,0.147079811540314
59.375,0.999704584169244,0.992647755948653,0.970999605583241,0.513053635128618,0.145614799166776
59.6875,0.999703042562443,0.992609525539137,0.970850479332736,0.511271311432906,0.144164379287151
60,0.99970150095802,0.992571296602011,0.970701375985061,0.50949517944414,0.142728406550531
60.3125,0.999699959355973,0.992533069137218,0.970552295536698,0.507725217652627,0.1413067370538
60.625,0.999698417756304,0.9924948431447,0.97040323798413,0.505961404623399,0.13989922832721
60.9375,0.999696876159013,0.992456618624402,0.970254203323841,0.50420371899595,0.138505739320111
61.25,0.999695334564098,0.992418395576267,0.970105191552316,0.50245213948398,0.137126130386805
61.5625,0.999693792971561,0.992380174000238,0.969956202666039,0.500706644875139,0.135760263272561
61.875,0.9996922513814,0.992341953896259,0.969807236661495,0.498967214030764,0.134408001099757
62.1875,0.999690709793617,0.992303735264272,0.96965829353517,0.497233825885629,0.133069208354162
62.5,0.999689168208212,0.992265518104221,0.96950937328355,0.495506459447686,0.131743750871357
62.8125,0.999687626625184,0.992227302416049,0.969360475903123,0.493785093797815,0.130431495823288
63.125,0.999686085044532,0.9921890881997,0.969211601390375,0.492069708089565,0.129132311704958
63.4375,0.999684543466258,0.992150875455117,0.969062749741796,0.490360281548907,0.127846068321246
63.75,0.999683001890361,0.992112664182243,0.968913920953872,0.488656793473977,0.126572636773861
64.0625,0.999681460316842,0.992074454381022,0.968765115023094,0.486959223234833,0.125311889448426
64.375,0.999679918745699,0.992036246051396,0.968616331945951,0.485267550273195,0.124063700001684
64.6875,0.999678377176934,0.99199803919331,0.968467571718933,0.483581754102206,0.122827943348844
65,0.999676835610546,0.991959833806706,0.968318834338531,0.481901814306176,0.121604495651042
65.3125,0.999675294046535,0.991921629891528,0.968170119801236,0.48022771054034,0.120393234302928
65.625,0.999673752484902,0.99188342744772,0.968021428103539,0.47855942253061,0.119194037920387
65.9375,0.999672210925645,0.991845226475223,0.967872759241934,0.476896930073327,0.118006786328366
66.25,0.999670669368766,0.991807026973983,0.967724113212912,0.475240213035022,0.116831360548839
66.5625,0.999669127814264,0.991768828943942,0.967575490012967,0.473589251352166,0.115667642788877
66.875,0.999667586262139,0.991730632385043,0.967426889638594,0.471944025030929,0.114515516428848
67.1875,0.999666044712391,0.991692437297231,0.967278312086286,0.470304514146943,0.113374866010729
67.5,0.999664503165021,0.991654243680447,0.967129757352539,0.468670698845051,0.112245577226534
67.8125,0.999662961620027,0.991616051534636,0.966981225433847,0.467042559339075,0.111127536906863
68.125,0.999661420077411,0.991577860859741,0.966832716326708,0.465420075911572,0.110020633009554
68.4375,0.999659878537172,0.991539671655705,0.966684230027618,0.463803228913598,0.108924754608464
68.75,0.99965833699931,0.991501483922472,0.966535766533073,0.462191998764467,0.107839791882344
69.0625,0.999656795463825,0.991463297659985,0.966387325839573,0.460586365951516,0.10676563610384
69.375,0.999655253930717,0.991425112868187,0.966238907943613,0.458986311029867,0.105702179628592
69.6875,0.999653712399987,0.991386929547022,0.966090512841694,0.457391814622195,0.104649315884451
70,0.999652170871633,0.991348747696433,0.965942140530315,0.455802857418487,0.103606939360798
70.3125,0.999650629345657,0.991310567316363,0.965793791005976,0.454219420175817,0.102574945597967
70.625,0.999649087822058,0.991272388406756,0.965645464265176,0.452641483718103,0.101553231176781
70.9375,0.999647546300836,0.991234210967555,0.965497160304418,0.451069028935884,0.100541693708188
71.25,0.999646004781991,0.991196034998704,0.965348879120202,0.449502036786081,0.099540231822995
71.5625,0.999644463265524,0.991157860500145,0.96520062070903,0.447940488291772,0.0985487451617169
71.875,0.999642921751433,0.991119687471823,0.965052385067405,0.44638436454196,0.0975671343645139
72.1875,0.999641380239719,0.991081515913681,0.964904172191829,0.444833646691342,0.0965953010612365
72.5,0.999639838730383,0.991043345825661,0.964755982078808,0.443288315960083,0.0956331478615668
72.8125,0.999638297223424,0.991005177207708,0.964607814724843,0.441748353633591,0.0946805783452592
73.125,0.999636755718841,0.990967010059764,0.964459670126441,0.440213741062285,0.0937374970524775
73.4375,0.999635214216636,0.990928844381774,0.964311548280107,0.438684459661371,0.0928038094742288
73.75,0.999633672716808,0.99089068017368,0.964163449182345,0.43716049091062,0.0918794220428923
74.0625,0.999632131219357,0.990852517435426,0.964015372829663,0.43564181635414,0.0909642421228429
74.375,0.999630589724283,0.990814356166956,0.963867319218567,0.434128417600156,0.0900581780011675
74.6875,0.999629048231587,0.990776196368212,0.963719288345565,0.432620276320781,0.0891611388784744
75,0.999627506741267,0.990738038039138,0.963571280207164,0.431117374251802,0.0882730348597941
75.3125,0.999625965253324,0.990699881179678,0.963423294799873,0.429619693192453,0.0873937769455705
75.625,0.999624423767759,0.990661725789775,0.963275332120201,0.428127215005198,0.086523277022742
75.9375,0.99962288228457,0.990623571869372,0.963127392164657,0.426639921615508,0.0856614478559116
76.25,0.999621340803759,0.990585419418412,0.962979474929752,0.425157795011647,0.0848082030786045
76.5625,0.999619799325324,0.99054726843684,0.962831580411995,0.423680817244447,0.0839634571846134
76.875,0.999618257849267,0.990509118924598,0.962683708607899,0.422208970427098,0.0831271255194292
77.1875,0.999616716375587,0.990470970881631,0.962535859513974,0.420742236734926,0.0822991242717582
77.5,0.999615174904284,0.990432824307881,0.962388033126733,0.41928059840518,0.0814793704651224
77.8125,0.999613633435358,0.990394679203291,0.962240229442689,0.417824037736815,0.0806677819495444
78.125,0.999612091968808,0.990356535567805,0.962092448458354,0.41637253709028,0.0798642773933155
78.4375,0.999610550504636,0.990318393401368,0.961944690170242,0.414926078887301,0.0790687762748442
78.75,0.999609009042841,0.990280252703921,0.961796954574869,0.413484645610673,0.0782811988745876
79.0625,0.999607467583423,0.990242113475409,0.961649241668748,0.412048219804041,0.0775014662670624
79.375,0.999605926126382,0.990203975715774,0.961501551448396,0.410616784071696,0.0767295003129351
79.6875,0.999604384671718,0.990165839424961,0.961353883910327,0.409190321078359,0.075965223651192
80,0.999602843219431,0.990127704602912,0.961206239051058,0.407768813548973,0.0752085596913863
80.3125,0.999601301769521,0.990089571249572,0.961058616867107,0.406352244268495,0.0744594326059628
80.625,0.999599760321988,0.990051439364883,0.960911017354992,0.404940596081685,0.0737177673226588
80.9375,0.999598218876832,0.99001330894879,0.960763440511229,0.4035338518929,0.0729834895169813
81.25,0.999596677434054,0.989975180001235,0.960615886332337,0.402131994665886,0.0722565256047584
81.5625,0.999595135993652,0.989937052522162,0.960468354814837,0.400735007423574,0.0715368027347654
81.875,0.999593594555627,0.989898926511513,0.960320845955246,0.399342873247868,0.0708242487814239
82.1875,0.999592053119979,0.989860801969235,0.960173359750087,0.39795557527945,0.0701187923375742
82.5,0.999590511686708,0.989822678895268,0.960025896195878,0.396573096717568,0.0694203627073192
82.8125,0.999588970255814,0.989784557289557,0.959878455289143,0.395195420819833,0.0687288898989397
83.125,0.999587428827297,0.989746437152045,0.959731037026401,0.393822530902023,0.0680443046178804
83.4375,0.999585887401157,0.989708318482675,0.959583641404176,0.392454410337872,0.0673665382598058
83.75,0.999584345977394,0.989670201281392,0.959436268418991,0.391091042558874,0.066695522903725
84.0625,0.999582804556008,0.989632085548138,0.959288918067368,0.389732411054083,0.066031191305185
84.375,0.999581263136999,0.989593971282858,0.959141590345833,0.388378499369909,0.0653734768895323
84.6875,0.999579721720367,0.989555858485493,0.958994285250909,0.387029291109921,0.064722313745241
85,0.999578180306112,0.989517747155989,0.958847002779122,0.385684769934651,0.0640776366173078
85.3125,0.999576638894234,0.989479637294288,0.958699742926996,0.38434491956139,0.0634393809007121
85.625,0.999575097484732,0.989441528900334,0.958552505691058,0.383009723763998,0.0628074826339424
85.9375,0.999573556077608,0.98940342197407,0.958405291067835,0.381679166372699,0.0621818784925864
86.25,0.999572014672861,0.98936531651544,0.958258099053853,0.380353231273896,0.0615625057829844
86.5625,0.99957047327049,0.989327212524387,0.958110929645641,0.379031902409965,0.0609493024359476
86.875,0.999568931870497,0.989289110000855,0.957963782839726,0.377715163779068,0.060342207000537
87.1875,0.99956739047288,0.989251008944787,0.957816658632638,0.376402999434955,0.0597411586379061
87.5,0.999565849077641,0.989212909356127,0.957669557020906,0.375095393486774,0.0591460971152033
87.8125,0.999564307684778,0.989174811234818,0.957522478001058,0.373792330098877,0.0585569627995362
88.125,0.999562766294292,0.989136714580804,0.957375421569627,0.372493793490626,0.0579736966519956
88.4375,0.999561224906183,0.989098619394028,0.957228387723142,0.371199767936207,0.0573962402217388
88.75,0.999559683520451,0.989060525674434,0.957081376458135,0.369910237764435,0.0568245356401325
89.0625,0.999558142137097,0.989022433421964,0.956934387771138,0.368625187358567,0.0562585256149529
89.375,0.999556600756118,0.988984342636564,0.956787421658683,0.367344601156111,0.0556981534246451
89.6875,0.999555059377517,0.988946253318175,0.956640478117304,0.366068463648639,0.0551433629126383
90,0.999553518001293,0.988908165466743,0.956493557143534,0.364796759381599,0.0545940984817183
90.3125,0.999551976627445,0.988870079082209,0.956346658733906,0.363529472954124,0.0540503050884562
90.625,0.999550435255975,0.988831994164518,0.956199782884957,0.362266589018854,0.0535119282376918
90.9375,0.999548893886882,0.988793910713614,0.95605292959322,0.361008092281742,0.0529789139770732
91.25,0.999547352520165,0.988755828729439,0.955906098855231,0.359753967501871,0.0524512088916493
91.5625,0.999545811155825,0.988717748211937,0.955759290667527,0.358504199491273,0.0519287600985175
91.875,0.999544269793862,0.988679669161052,0.955612505026644,0.357258773114739,0.051411515241524
92.1875,0.999542728434276,0.988641591576727,0.95546574192912,0.356017673289642,0.0508994224860167
92.5,0.999541187077067,0.988603515458906,0.955319001371492,0.35478088498575,0.0503924305136514
92.8125,0.999539645722234,0.988565440807532,0.955172283350298,0.353548393225045,0.0498904885172482
93.125,0.999538104369779,0.988527367622548,0.955025587862079,0.352320183081542,0.0493935461957007
93.4375,0.9995365630197,0.9884892959039,0.954878914903372,0.351096239681109,0.0489015537489346
93.75,0.999535021671999,0.988451225651529,0.954732264470718,0.349876548201285,0.0484144618729174
94.0625,0.999533480326674,0.988413156865379,0.954585636560657,0.348661093871103,0.0479322217547177
94.375,0.999531938983726,0.988375089545394,0.95443903116973,0.347449861970906,0.0474547850676127
94.6875,0.999530397643155,0.988337023691518,0.954292448294479,0.346242837832178,0.0469821039662464
95,0.99952885630496,0.988298959303693,0.954145887931446,0.345040006837356,0.0465141310818337
95.3125,0.999527314969143,0.988260896381864,0.953999350077173,0.343841354419659,0.0460508195174143
95.625,0.999525773635702,0.988222834925975,0.953852834728204,0.342646866062912,0.0455921228431527
95.9375,0.999524232304638,0.988184774935967,0.953706341881081,0.341456527301367,0.0451379950916851
96.25,0.999522690975951,0.988146716411786,0.95355987153235,0.340270323719528,0.0446883907535133
96.5625,0.999521149649641,0.988108659353374,0.953413423678555,0.339088240951981,0.0442432647724439
96.875,0.999519608325708,0.988070603760676,0.953266998316241,0.337910264683214,0.0438025725410727
97.1875,0.999518067004151,0.988032549633635,0.953120595441954,0.336736380647448,0.0433662698963153
97.5,0.999516525684971,0.987994496972193,0.95297421505224,0.335566574628462,0.0429343131149805
97.8125,0.999514984368169,0.987956445776296,0.952827857143646,0.334400832459421,0.0425066589093892
98.125,0.999513443053742,0.987918396045886,0.95268152171272,0.333239140022706,0.0420832644230361
98.4375,0.999511901741693,0.987880347780907,0.952535208756009,0.33208148324974,0.0416640872262955
98.75,0.999510360432021,0.987842300981303,0.952388918270061,0.330927848120823,0.0412490853121684
99.0625,0.999508819124725,0.987804255647016,0.952242650251426,0.329778220664954,0.0408382170920736
99.375,0.999507277819806,0.987766211777992,0.952096404696653,0.328632586959672,0.0404314413916797
99.6875,0.999505736517264,0.987728169374172,0.951950181602292,0.327490933130878,0.0400287174467789
100,0.999504195217099,0.987690128435501,0.951803980964893,0.326353245352672,0.0396300048992019
100.3125,0.99950265391931,0.987652088961923,0.951657802781009,0.325219509847185,0.0392352637927735
100.625,0.999501112623898,0.987614050953381,0.951511647047189,0.324089712884411,0.0388444545693086
100.9375,0.999499571330863,0.987576014409818,0.951365513759987,0.322963840782042,0.0384575380646477
101.25,0.999498030040205,0.987537979331178,0.951219402915955,0.321841879905301,0.0380744755047322
101.5625,0.999496488751923,0.987499945717406,0.951073314511646,0.320723816666778,0.0376952285017191
101.875,0.999494947466019,0.987461913568443,0.950927248543614,0.319609637526265,0.0373197590501335
102.1875,0.999493406182491,0.987423882884234,0.950781205008412,0.318499328990593,0.0369480295230603
102.5,0.999491864901339,0.987385853664723,0.950635183902597,0.317392877613466,0.0365800026683734
102.8125,0.999490323622565,0.987347825909852,0.950489185222723,0.316290269995299,0.0362156416050025
103.125,0.999488782346167,0.987309799619567,0.950343208965346,0.31519149278306,0.0358549098192373
103.4375,0.999487241072146,0.987271774793809,0.950197255127022,0.314096532670102,0.0354977711610683
103.75,0.999485699800502,0.987233751432523,0.950051323704308,0.313005376396005,0.0351441898405637
104.0625,0.999484158531235,0.987195729535653,0.949905414693762,0.311918010746415,0.0347941304242836
104.375,0.999482617264344,0.987157709103142,0.949759528091942,0.310834422552886,0.0344475578317284
104.6875,0.99948107599983,0.987119690134933,0.949613663895405,0.309754598692716,0.0341044373318234
105,0.999479534737693,0.987081672630971,0.949467822100711,0.308678526088791,0.0337647345394386
105.3125,0.999477993477932,0.987043656591198,0.94932200270442,0.307606191709428,0.0334284154119427
105.625,0.999476452220548,0.987005642015559,0.949176205703092,0.306537582568214,0.0330954462457915
105.9375,0.999474910965541,0.986967628903997,0.949030431093287,0.305472685723851,0.0327657936731503
106.25,0.999473369712911,0.986929617256455,0.948884678871565,0.304411488279997,0.0324394246585504
106.5625,0.999471828462657,0.986891607072878,0.94873894903449,0.303353977385113,0.032116306495578
106.875,0.99947028721478,0.986853598353209,0.948593241578623,0.302300140232304,0.0317964068035971
107.1875,0.999468745969279,0.986815591097391,0.948447556500527,0.301249964059168,0.0314796935245041
107.5,0.999467204726156,0.986777585305368,0.948301893796764,0.300203436147636,0.0311661349195154
107.8125,0.999465663485409,0.986739580977084,0.9481562534639,0.299160543823823,0.0308556995659868
108.125,0.999464122247039,0.986701578112483,0.948010635498497,0.298121274457871,0.0305483563542643
108.4375,0.999462581011045,0.986663576711508,0.947865039897121,0.297085615463799,0.0302440744845668
108.75,0.999461039777428,0.986625576774102,0.947719466656337,0.296053554299349,0.0299428234638994
109.0625,0.999459498546188,0.986587578300209,0.947573915772711,0.295025078465832,0.0296445731029975
