xi_t,P_gg_with_CD,P_eg_with_CD,P_ge_with_CD,P_photon_with_CD,concurrence_target,concurrence_without_CD,concurrence_with_CD,bell_fidelity_without_CD,bell_fidelity_with_CD,conditional_bell_fidelity_with_CD,u1,u2,Omega_pi_over_xi,Omega_CD_over_xi
13.3,1.10144093722701e-19,0.780759483089721,0.216248659804164,0.00299185710601651,0.827529571415101,0.00960073693164662,0.821798495612017,0.502426938857598,0.909403319252951,0.912132288722683,0.421454668040358,0.795220700678115,0,0.0711633771603809
13.31,1.10144093722701e-19,0.780171498912584,0.216830712429307,0.00299778865801049,0.828327575478277,0.00961967916039039,0.822593804805885,0.502428863730116,0.909798008073888,0.9125335909229,0.422020317203249,0.794920657592737,0,0.0711255963122246
13.32,1.10144093722701e-19,0.779583266888658,0.217413023026158,0.00300371008508573,0.829123478494858,0.00963861604858833,0.823387040837712,0.502430777587115,0.910191665376264,0.912933854000632,0.422585451434452,0.794620372401778,0,0.0710875361028994
13.33,1.10144093722701e-19,0.778994791420168,0.217995587241312,0.0030096213384209,0.829917278420914,0.00965754748835021,0.824178201637396,0.502432680419749,0.910584290149438,0.913333076866752,0.423150068571737,0.794319847081599,0,0.071049196764785
13.34,1.10144093722701e-19,0.778406076913041,0.218578400717481,0.00301552236937907,0.830708973248557,0.00967647337207716,0.824967285170561,0.502434572219472,0.910975881400542,0.913731258450089,0.423714166458925,0.794019083613246,0,0.0710105785320282
13.35,1.10144093722701e-19,0.777817127776817,0.219161459093584,0.00302141312950034,0.831498561005948,0.00969539359246709,0.825754289438567,0.502436452978035,0.911366438154484,0.914128397697426,0.424277742945902,0.793718083982425,0,0.0709716816405429
13.36,1.10144093722701e-19,0.777227948424573,0.219744758004834,0.00302729357049455,0.832286039757287,0.00971430804251993,0.826539212478516,0.502438322687493,0.911755959453961,0.914524493573506,0.424840795888638,0.793416850179468,0,0.0709325063280104
13.37,1.10144093722701e-19,0.776638543272838,0.220328293082829,0.00303316364423399,0.833071407602812,0.00973321661554294,0.82732205236326,0.502440181340207,0.912144444359464,0.914919545061032,0.425403323149197,0.79311538419931,0,0.0708930528338789
13.38,1.10144093722701e-19,0.776048916741516,0.220912059955639,0.0030390233027462,0.833854662678793,0.00975211920515589,0.828102807201402,0.50244202892885,0.912531891949279,0.915313551160666,0.425965322595759,0.792813688041453,0,0.0708533213993637
13.39,1.10144093722701e-19,0.775459073253797,0.221496054247898,0.00304487249820681,0.834635803157523,0.00977101570529613,0.828881475137302,0.502443865446403,0.912918301319498,0.91570651089103,0.426526792102627,0.792511763709941,0,0.0708133122674475
13.4,1.10144093722701e-19,0.774869017236081,0.222080271580888,0.00305071118293237,0.835414827247316,0.00978990601022369,0.82965805435108,0.502445690886165,0.913303671584024,0.916098423288708,0.427087729550251,0.792209613213329,0,0.0707730256828799
13.41,1.10144093722701e-19,0.774278753117895,0.222664707572633,0.00305653930937332,0.836191733192493,0.00980879001452626,0.830432543058613,0.502447505241755,0.913688001874571,0.916489287408244,0.427648132825233,0.791907238564651,0,0.0707324618921778
13.42,1.10144093722701e-19,0.77368828533181,0.223249357837984,0.00306235683010696,0.836966519273377,0.00982766761312407,0.831204939511544,0.502449308507109,0.914071291340669,0.916879102322138,0.428207999820351,0.791604641781397,0,0.0706916211436253
13.43,1.10144093722701e-19,0.773097618313361,0.22383421798871,0.00306816369783054,0.837739183806279,0.00984653870127472,0.831975241997273,0.502451100676492,0.914453539149672,0.917267867120849,0.428767328434567,0.791301824885476,0,0.0706505036872732
13.44,1.10144093722701e-19,0.772506756500962,0.224419283633585,0.00307395986535433,0.838509725143488,0.00986540317457802,0.832743448838957,0.502452881744491,0.914834744486752,0.917655580912787,0.429326116573043,0.790998789903189,0,0.0706091097749402
13.45,1.10144093722701e-19,0.771915704335828,0.225004550378479,0.00307974528559486,0.839278141673262,0.00988426092898056,0.83350955839551,0.502454651706028,0.915214906554908,0.918042242824314,0.429884362147159,0.790695538865201,0,0.0705674396602115
13.46,1.10144093722701e-19,0.77132446626189,0.225590013826444,0.00308551991156816,0.840044431819808,0.00990311186078043,0.834273569061597,0.502456410556354,0.915594024574966,0.91842785199974,0.430442063074522,0.790392073806506,0,0.0705254935984398
13.47,1.10144093722701e-19,0.770733046725715,0.226175669577804,0.00309128369638312,0.840808594043272,0.0099219558666317,0.835035479267628,0.502458158291055,0.915972097785573,0.918812407601316,0.430999217278981,0.790088396766403,0,0.0704832718467446
13.48,1.10144093722701e-19,0.770141450176423,0.226761513230243,0.00309703659323493,0.841570626839724,0.00994079284354886,0.83579528747975,0.502459894906058,0.916349125443208,0.919195908809233,0.431555822690647,0.789784509788461,0,0.070440774664013
13.49,1.10144093722701e-19,0.769549681065608,0.227347540378895,0.00310277855539854,0.842330528741141,0.00995962268891125,0.836552992199847,0.502461620397628,0.916725106822175,0.919578354821615,0.432111877245897,0.789480414920489,0,0.0703980023108988
13.5,1.10144093722701e-19,0.768957743847248,0.227933746616431,0.00310850953622234,0.843088298315388,0.0099784453004673,0.837308591965521,0.502463334762372,0.9171000412146,0.919959744854512,0.432667378887397,0.789176114214508,0,0.0703549550498234
13.51,1.10144093722701e-19,0.768365642977635,0.228520127533145,0.0031142294891218,0.8438439341662,0.00999726057633879,0.838062085350091,0.502465037997244,0.917473927930435,0.920340078141896,0.433222325564108,0.78887160972672,0,0.070311633144975
13.52,1.10144093722701e-19,0.767773382915281,0.229106678717047,0.00311993836757327,0.844597434933167,0.0100160684150249,0.838813470962577,0.502466730099546,0.917846766297453,0.920719353935655,0.433776715231307,0.788566903517474,0,0.0702680368623091
13.53,1.10144093722701e-19,0.767180968120846,0.229693395753948,0.00312563612510788,0.84534879929171,0.0100348687154064,0.839562747447689,0.502468411066928,0.918218555661241,0.921097571505579,0.434330545850593,0.788261997651242,0,0.0702241664695482
13.54,1.10144093722701e-19,0.766588403057048,0.230280274227548,0.00313132271530557,0.846098025953056,0.0100536613767494,0.840309913485816,0.502470080897395,0.918589295385206,0.921474730139362,0.434883815389904,0.787956894196579,0,0.0701800222361821
13.55,1.10144093722701e-19,0.765995692188587,0.230867309719526,0.00313699809178911,0.846845113664226,0.0100724462987094,0.841054967793009,0.502471739589305,0.918958984850561,0.921850829142586,0.435436521823534,0.787651595226102,0,0.0701356044334676
13.56,1.10144093722701e-19,0.765402839982058,0.231454497809625,0.00314266220821838,0.847590061208003,0.0100912233813349,0.841797909120967,0.502473387141373,0.919327623456325,0.922225867838714,0.435988663132135,0.787346102816451,0,0.070090913334429
13.57,1.10144093722701e-19,0.764809850905874,0.232041834075743,0.00314831501828466,0.848332867402911,0.0101099925250714,0.842538736257021,0.502475023552671,0.919695210619319,0.922599845569082,0.436540237302743,0.787040419048263,0,0.0700459492138571
13.58,1.10144093722701e-19,0.764216729430179,0.232629314094017,0.00315395647570511,0.84907353110319,0.0101287536307645,0.843277448024114,0.502476648822636,0.920061745774155,0.922972761692887,0.437091242328781,0.786734546006137,0,0.0700007123483106
13.59,1.10144093722701e-19,0.76362348002677,0.233216933438914,0.00315958653421726,0.849812051198771,0.010147506599664,0.844014043280786,0.502478262951063,0.920427228373235,0.923344615587178,0.437641676210076,0.786428485778608,0,0.0699552030161147
13.6,1.10144093722701e-19,0.763030107169012,0.233804687683316,0.00316520514757377,0.850548426615246,0.0101662513334268,0.84474852092115,0.502479865938115,0.920791657886739,0.923715406646842,0.438191536952872,0.786122240458111,0,0.0699094214973622
13.61,1.10144093722701e-19,0.762436615331757,0.234392572398607,0.00317081226953719,0.851282656313843,0.0101849877341206,0.845480879874874,0.502481457784319,0.921155033802619,0.924085134284597,0.438740822569839,0.78581581214095,0,0.0698633680739128
13.62,1.10144093722701e-19,0.761843008991263,0.234980583154763,0.00317640785387491,0.852014739291394,0.0102037157042269,0.846211119107157,0.502483038490573,0.921517355626592,0.924453797930975,0.439289531080088,0.785509202927271,0,0.0698170430293933
13.63,1.10144093722701e-19,0.76124929262511,0.235568715520437,0.00318199185435422,0.852744674580309,0.0102224351466443,0.846939237618706,0.502484608058143,0.921878622882127,0.924821397034313,0.439837660509185,0.785202414921023,0,0.069770446649198
13.64,1.10144093722701e-19,0.760655470712119,0.236156965063045,0.00318756422473754,0.853472461248543,0.0102411459646914,0.847665234445712,0.502486166488666,0.922238835110438,0.925187931060737,0.440385208889158,0.784895450229935,0,0.0697235792204878
13.65,1.10144093722701e-19,0.76006154773227,0.236745327348854,0.00319312491877773,0.85419809839956,0.0102598480621099,0.848389108659824,0.502487713784154,0.922597991870474,0.92555339949415,0.440932174258512,0.784588310965478,0,0.0696764410321914
13.66,1.10144093722701e-19,0.759467528166619,0.237333797943069,0.00319867389021358,0.85492158517231,0.0102785413430672,0.849110859368124,0.502489249946992,0.922956092738906,0.925917801836215,0.441478554662242,0.784280999242833,0,0.069629032375004
13.67,1.10144093722701e-19,0.758873416497217,0.237922372409919,0.00320421109276545,0.855642920741185,0.0102972257121597,0.849830485713095,0.502490774979941,0.923313137310115,0.926281137606344,0.442024348151843,0.783973517180867,0,0.0695813535413884
13.68,1.10144093722701e-19,0.758279217207027,0.238511046312743,0.00320973648013102,0.856362104315992,0.0103159010744146,0.850547986872595,0.502492288886141,0.923669125196183,0.926643406341682,0.442569552785319,0.783665866902089,0,0.0695334048255744
13.69,1.10144093722701e-19,0.757684934779844,0.239099815214076,0.00321525000598121,0.857079135141912,0.0103345673352934,0.851263362059827,0.502493791669107,0.924024056026873,0.927004607597086,0.4431141666272,0.78335805053263,0,0.0694851865235587
13.7,1.10144093722701e-19,0.75709057370021,0.239688674675735,0.00322075162395623,0.857794012499465,0.0103532244006936,0.851976610523306,0.502495283332738,0.924377929449626,0.927364740945116,0.44365818774855,0.783050070202201,0,0.0694366989331056
13.71,1.10144093722701e-19,0.756496138453333,0.240277620258907,0.00322624128766186,0.858506735704476,0.0103718721769516,0.852687731546829,0.502496763881311,0.924730745129534,0.927723805976012,0.444201614226979,0.782741928044069,0,0.0693879423537464
13.72,1.10144093722701e-19,0.755901633525005,0.240866647524231,0.00323171895066575,0.859217304108032,0.0103905105708446,0.853396724449438,0.502498233319486,0.925082502749337,0.928081802297682,0.444744444146652,0.782433626195018,0,0.0693389170867792
13.73,1.10144093722701e-19,0.755307063401522,0.241455752031885,0.003237184566494,0.859925717096442,0.010409139489593,0.854103588585387,0.502499691652304,0.925433202009397,0.928438729535677,0.445286675598305,0.782125166795322,0,0.0692896234352698
13.74,1.10144093722701e-19,0.7547124325696,0.242044929341674,0.00324263808862783,0.8606319740912,0.0104277588408623,0.854808323344109,0.502501138885193,0.925782842627691,0.928794587333181,0.445828306679251,0.781816551988708,0,0.0692400617040506
13.75,1.10144093722701e-19,0.75411774551629,0.24263417501311,0.00324807947050047,0.861336074548944,0.0104463685327652,0.855510928150171,0.502502575023961,0.926131424339786,0.929149375350984,0.446369335493391,0.781507783922328,0,0.0691902321997216
13.76,1.10144093722701e-19,0.753523006728904,0.243223484605503,0.00325350866549413,0.86203801796141,0.0104649684738634,0.856211402463247,0.502504000074807,0.926478946898827,0.929503093267468,0.446909760151229,0.781198864746724,0,0.0691401352306497
13.77,1.10144093722701e-19,0.752928220694925,0.243812853678039,0.00325892562693721,0.862737803855391,0.0104835585731694,0.856909745778067,0.50250541404431,0.926825410075516,0.929855740778585,0.447449578769877,0.780889796615796,0,0.0690897711069689
13.78,1.10144093722701e-19,0.75233339190193,0.24440227778987,0.00326433030810165,0.863435431792692,0.010502138740148,0.857605957624387,0.50250681693944,0.927170813658093,0.930207317597837,0.447988789473071,0.780580581686768,0,0.0690391401405806
13.79,1.10144093722701e-19,0.751738524837505,0.244991752500196,0.00326972266220047,0.864130901370089,0.0105207088847181,0.85830003756694,0.50250820876755,0.92751515745232,0.930557823456255,0.448527390391174,0.780271222120157,0,0.0689882426451532
13.8,1.10144093722701e-19,0.751143623989165,0.245581273368351,0.00327510264238541,0.864824212219276,0.0105392689172541,0.858991985205396,0.502509589536384,0.927858441281456,0.930907258102375,0.449065379661194,0.779961720079741,0,0.068937078936122
13.81,1.10144093722701e-19,0.750548693844274,0.246170835953883,0.00328047020174487,0.865515364006822,0.010557818748587,0.859681800174319,0.502510959254072,0.928200664986238,0.931255621302219,0.449602755426789,0.779652077732523,0,0.06888564933069
13.82,1.10144093722701e-19,0.749953738889957,0.246760435816643,0.0032858252933019,0.866204356434125,0.010576358290006,0.860369482143123,0.502512317929131,0.928541828424861,0.931602912839274,0.450139515838277,0.7793422972487,0,0.0688339541478268
13.83,1.10144093722701e-19,0.749358763613024,0.247350068516864,0.00329116787001242,0.86689118923736,0.0105948874532596,0.86105503081602,0.502513665570467,0.928881931472954,0.931949132514464,0.45067565905265,0.779032380801632,0,0.0687819937082694
13.84,1.10144093722701e-19,0.748763772499888,0.247939729615249,0.00329649788476364,0.86757586218743,0.0106134061505564,0.86173844593198,0.502515002187376,0.929220974023559,0.93229428014613,0.451211183233579,0.778722330567805,0,0.068729768334522
13.85,1.10144093722701e-19,0.748168770036479,0.248529414673049,0.00330181529037262,0.868258375089918,0.0106319142945663,0.86241972726468,0.502516327789538,0.929558955987104,0.932638355570005,0.451746086551424,0.7784121487268,0,0.0686772783508558
13.86,1.10144093722701e-19,0.747573760708166,0.24911911925215,0.00330712003958503,0.868938727785029,0.0106504117984213,0.863098874622452,0.502517642387025,0.929895877291384,0.932981358639191,0.452280367183246,0.778101837461259,0,0.0686245240833093
13.87,1.10144093722701e-19,0.746978748999673,0.249708838915154,0.00331241208507407,0.869616920147547,0.0106688985757161,0.863775887848237,0.502518945990296,0.930231737881532,0.933323289224131,0.452814023312815,0.777791398956855,0,0.0685715058596881
13.88,1.10144093722701e-19,0.746383739395001,0.250298569225461,0.00331769137943963,0.870292952086773,0.010687374540509,0.864450766819529,0.502520238610196,0.930566537719995,0.933664147212587,0.453347053130619,0.777480835402252,0,0.0685182240095647
13.89,1.10144093722701e-19,0.745788736377341,0.250888305747353,0.00332295787520754,0.870966823546476,0.0107058396073223,0.865123511448325,0.50252152025796,0.930900276786509,0.934003932509609,0.453879454833873,0.777170148989078,0,0.068464678864279
13.9,1.10144093722701e-19,0.745193744428997,0.251478044046075,0.0033282115248291,0.871638534504838,0.0107242936911425,0.865794121681072,0.502522790945208,0.931232955078072,0.934342645037518,0.454411226626529,0.776859341911889,0,0.0684108707569381
13.91,1.10144093722701e-19,0.744598768031305,0.252067779687916,0.00333345228068075,0.872308084974393,0.0107427367074212,0.866462597498607,0.502524050683947,0.931564572608914,0.934680284735866,0.454942366719281,0.776548416368136,0,0.0683568000224162
13.92,1.10144093722701e-19,0.744003811664545,0.252657508240292,0.00333868009506387,0.872975475001976,0.010761168572075,0.867128938916108,0.502525299486572,0.931895129410472,0.935016851561422,0.45547287332958,0.776237374558129,0,0.0683024669973543
13.93,1.10144093722701e-19,0.743408879807868,0.253247225271828,0.00334389492020494,0.87364070466866,0.0107795892014856,0.867793145983029,0.50252653736586,0.932224625531363,0.935352345488135,0.456002744681637,0.775926218685008,0,0.0682478720201613
13.94,1.10144093722701e-19,0.742813976939209,0.253836926352437,0.00334909670825567,0.874303774089703,0.0107979985124998,0.86845521878305,0.502527764334976,0.932553061037348,0.935686766507108,0.456531979006435,0.775614950954704,0,0.0681930154310123
13.95,1.10144093722701e-19,0.742219107535208,0.2544266070534,0.00335428541129346,0.874964683414484,0.0108163964224299,0.869115157434009,0.502528980407466,0.932880436011308,0.93602011462657,0.457060574541734,0.775303573575912,0,0.0681378975718503
13.96,1.10144093722701e-19,0.741624276071128,0.255016262947452,0.00335946098132204,0.875623432826444,0.0108347828490529,0.86977296208785,0.50253018559726,0.933206750553215,0.936352389871849,0.457588529532084,0.77499208876005,0,0.068082518786385
13.97,1.10144093722701e-19,0.741029487020774,0.255605889608855,0.00336462337027222,0.876280022543023,0.0108531577106109,0.870428632930555,0.502531379918672,0.933532004780092,0.936683592285338,0.458115842228828,0.774680498721229,0,0.0680268794200936
13.98,1.10144093722701e-19,0.740434744856413,0.256195482613485,0.00336977253000292,0.876934452815602,0.01087152092581,0.871082170182083,0.502532563386394,0.933856198825991,0.937013721926467,0.458642510890113,0.774368805676218,0,0.0679709798202202
13.99,1.10144093722701e-19,0.739840054048692,0.256785037538908,0.00337490841230232,0.877586723929436,0.0108898724138207,0.871733574096308,0.502533736015499,0.934179332841954,0.937342778871671,0.459168533780897,0.774057011844413,0,0.0679148203357759
14,1.10144093722701e-19,0.739245419066554,0.257374549964458,0.00338003096888923,0.878236836203591,0.0109082120942767,0.872382844960953,0.502534897821439,0.934501406995983,0.937670763214362,0.459693909172957,0.773745119447797,0,0.0678584013175396
14.01,1.10144093722701e-19,0.738650844377165,0.257964015471322,0.00338514015141471,0.87888478999088,0.0109265398872746,0.873029983097525,0.502536048820043,0.934822421473006,0.937997675064894,0.460218635344896,0.773433130710911,0,0.0678017231180565
14.02,1.10144093722701e-19,0.738056334445824,0.258553429642614,0.00339023591146371,0.879530585677796,0.0109448557133729,0.873674988861245,0.502537189027517,0.935142376474841,0.938323514550534,0.460742710582152,0.773121047860819,0,0.0677447860916395
14.03,1.10144093722701e-19,0.737461893735888,0.259142788063457,0.00339531820055707,0.880174223684448,0.0109631594935916,0.874317862640984,0.502538318460438,0.935461272220164,0.938648281815426,0.461266133177002,0.772808873127073,0,0.0676875905943684
14.04,1.10144093722701e-19,0.736867526708691,0.259732086321057,0.00340038697015368,0.880815704464489,0.0109814511494107,0.874958604859192,0.502539437135762,0.93577910894447,0.938971977020562,0.461788901428575,0.772496608741676,0,0.0676301369840905
14.05,1.10144093722701e-19,0.73627323782346,0.260321320004789,0.0034054421716527,0.881455028505053,0.0109997306027698,0.875597215971826,0.50254054507081,0.936095886900038,0.939294600343746,0.462311013642852,0.772184256939054,0,0.0675724256204197
14.06,1.10144093722701e-19,0.735679031537238,0.260910484706267,0.00341048375639615,0.882092196326682,0.0110179977760665,0.876233696468284,0.502541642283277,0.936411606355895,0.939616151979561,0.46283246813268,0.771871819956016,0,0.0675144568647373
14.07,1.10144093722701e-19,0.735084912304803,0.261499576019427,0.00341551167567154,0.882727208483258,0.0110362525921555,0.876868046871327,0.502542728791225,0.936726267597779,0.939936632139334,0.463353263217774,0.771559300031722,0,0.0674562310801921
14.08,1.10144093722701e-19,0.734490884578585,0.262088589540602,0.00342052588071478,0.883360065561931,0.0110544949743472,0.877500267737009,0.502543804613082,0.937039870928098,0.940256041051104,0.463873397224724,0.77124669940765,0,0.0673977486316995
14.09,1.10144093722701e-19,0.733896952808588,0.2626775208686,0.00342552632271324,0.883990768183048,0.0110727248464063,0.878130359654602,0.502544869767639,0.937352416665895,0.940574378959583,0.464392868487007,0.770934020327557,0,0.0673390098859423
14.1,1.10144093722701e-19,0.733303121442311,0.263266365604782,0.00343051295280898,0.884619317000081,0.0110909421325504,0.878758323246521,0.502545924274051,0.937663905146807,0.940891646126125,0.464911675344986,0.770621265037449,0,0.0672800152113704
14.11,1.10144093722701e-19,0.732709394924665,0.263855119353135,0.00343548572210221,0.885245712699553,0.0111091467574484,0.879384159168246,0.502546968151832,0.937974336723023,0.941207842828684,0.465429816145922,0.770308435785545,0,0.0672207649782008
14.12,1.10144093722701e-19,0.732115777697893,0.264443777720353,0.00344044458165487,0.885869956000964,0.0111273386462188,0.880007868108247,0.502548001420855,0.938283711763247,0.941522969361784,0.465947289243978,0.769995534822241,0,0.0671612595584178
14.13,1.10144093722701e-19,0.731522274201496,0.265032336315912,0.00344538948249448,0.886492047656713,0.0111455177244282,0.880629450787904,0.502549024101347,0.938592030652656,0.941837026036478,0.466464093000225,0.769682564400076,0,0.0671014993257728
14.14,1.10144093722701e-19,0.730928888872142,0.265620790752141,0.00345032037561807,0.88711198845203,0.0111636839180893,0.881248907961429,0.502550036213892,0.938899293792856,0.942150013180314,0.466980225782649,0.769369526773699,0,0.0670414846557841
14.15,1.10144093722701e-19,0.7303356261436,0.266209136644305,0.00345523721199637,0.887729779204891,0.0111818371536589,0.881866240415781,0.502551037779421,0.939205501601843,0.942461931137291,0.467495685966158,0.769056424199832,0,0.0669812159257376
14.16,1.10144093722701e-19,0.729742490446648,0.266797369610675,0.00346013994257816,0.888345420765945,0.0111999773580363,0.882481448970592,0.502552028819215,0.939510654513958,0.942772780267831,0.468010471932584,0.768743258937235,0,0.0669206935146858
14.17,1.10144093722701e-19,0.729149486209003,0.267385485272605,0.00346502851829475,0.888958914018434,0.0112181044585608,0.883094534478081,0.502553009354904,0.939814752979844,0.94308256094873,0.468524582070692,0.768430033246673,0,0.0668599178034489
14.18,1.10144093722701e-19,0.728556617855233,0.267973479254604,0.00346990289006473,0.889570259878115,0.01123621838301,0.883705497822965,0.502553979408459,0.940117797466401,0.943391273573127,0.469038014776187,0.768116749390881,0,0.0667988891746139
14.19,1.10144093722701e-19,0.727963889806688,0.268561347184416,0.00347476300879877,0.89017945929318,0.0112543190595971,0.884314339922386,0.50255493900219,0.940419788456745,0.94369891855046,0.469550768451713,0.767803409634527,0,0.0667376080125349
14.2,1.10144093722701e-19,0.727371306481409,0.269149084693088,0.00347960882540473,0.890786513244174,0.0112724064169691,0.884921061725817,0.50255588815875,0.940720726450157,0.944005496306428,0.470062841506868,0.767490016244179,0,0.0666760747033334
14.21,1.10144093722701e-19,0.726778872294062,0.269736687415047,0.00348444029079283,0.891391422743917,0.011290480384204,0.885525664214976,0.502556826901124,0.941020611962043,0.944311007282951,0.470574232358199,0.767176571488267,0,0.066614289634898
14.22,1.10144093722701e-19,0.726186591655847,0.270324150988174,0.00348925735588103,0.891994188837414,0.0113085408908088,0.886128148403745,0.50255775525263,0.941319445523883,0.94461545193813,0.471084939429215,0.766863077637053,0,0.0665522531968841
14.23,1.10144093722701e-19,0.725594468974427,0.270911471053874,0.00349405997160063,0.892594812601783,0.0113265878667164,0.886728515338074,0.502558673236917,0.941617227683187,0.944918830746202,0.471594961150389,0.766549536962591,0,0.0664899657807147
14.24,1.10144093722701e-19,0.725002508653848,0.271498643257152,0.00349884808890192,0.893193295146161,0.0113446212422837,0.887326766095898,0.50255958087796,0.941913959003449,0.945221144197507,0.472104295959162,0.766235951738695,0,0.0664274277795797
14.25,1.10144093722701e-19,0.724410715094456,0.272085663246685,0.00350362165876012,0.893789637611624,0.0113626409482882,0.887922901787043,0.502560478200057,0.942209640064092,0.945522392798436,0.472612942299948,0.765922324240902,0,0.0663646395884363
14.26,1.10144093722701e-19,0.723819092692827,0.272672526674893,0.00350838063218137,0.894383841171104,0.011380646915926,0.888516923553135,0.502561365227826,0.942504271460428,0.945822577071398,0.473120898624143,0.765608656746437,0,0.0663016016040085
14.27,1.10144093722701e-19,0.723227645841681,0.273259229198012,0.00351312496020897,0.894975907029297,0.0113986390768085,0.889108832567511,0.502562241986205,0.942797853803602,0.94612169755477,0.473628163390122,0.765294951534178,0,0.066238314224788
14.28,1.10144093722701e-19,0.722636378929806,0.273845766476166,0.00351785459392971,0.895565836422578,0.0114166173629595,0.889698630035123,0.502563108500443,0.943090387720547,0.94641975480286,0.47413473506325,0.764981210884622,0,0.0661747778510332
14.29,1.10144093722701e-19,0.722045296341985,0.274432134173436,0.0035225694844804,0.896153630618917,0.0114345817068128,0.890286317192446,0.502563964796101,0.943381873853933,0.94671674938586,0.474640612115883,0.764667437079846,0,0.0661109928847698
14.3,1.10144093722701e-19,0.721454402458911,0.275018327957936,0.00352726958305455,0.896739290917786,0.0114525320412085,0.890871895307381,0.502564810899048,0.943672312862114,0.947012681889804,0.475145793027374,0.764353632403476,0,0.0660469597297905
14.31,1.10144093722701e-19,0.720863701657115,0.275604343501878,0.00353195484090913,0.897322818650071,0.0114704682993905,0.891455365679163,0.502565646835455,0.943961705419078,0.947307552916524,0.475650276284075,0.764039799140649,0,0.0659826787916553
14.32,1.10144093722701e-19,0.720273198308884,0.276190176481646,0.00353662520937158,0.897904215177981,0.011488390415003,0.892036729638259,0.502566472631795,0.944250052214395,0.947601363083604,0.476154060379342,0.763725939577979,0,0.0659181504776917
14.33,1.10144093722701e-19,0.719682896782188,0.276775822577867,0.00354128063984693,0.898483481894962,0.0115062983220878,0.892615988546278,0.502567288314838,0.944537353953166,0.947894113024337,0.476657143813541,0.763412056003517,0,0.0658533751969934
14.34,1.10144093722701e-19,0.719092801440599,0.277361277475478,0.00354592108382499,0.899060620225597,0.0115241919550803,0.893193143795863,0.502568093911645,0.94482361135597,0.948185803387679,0.477159525094048,0.763098150706724,0,0.0657883533604222
14.35,1.10144093722701e-19,0.718502916643218,0.277946536863796,0.00355054649288779,0.899635631625523,0.011542071248807,0.893768196810603,0.502568889449571,0.945108825158808,0.948476434838203,0.477661202735256,0.762784225978428,0,0.0657230853806066
14.36,1.10144093722701e-19,0.717913246744595,0.27853159643659,0.00355515681871708,0.90020851758133,0.0115599361384816,0.894341149044921,0.502569674956252,0.945392996113053,0.948766008056053,0.478162175258575,0.76247028411079,0,0.0656575716719422
14.37,1.10144093722701e-19,0.717323796094653,0.279116451892147,0.00355975201310201,0.900779279610472,0.0115777865597018,0.894912001983983,0.502570450459609,0.945676124985391,0.949054523736901,0.478662441192439,0.76215632739727,0,0.0655918126505919
14.38,1.10144093722701e-19,0.716734569038613,0.279701098933342,0.0035643320279469,0.901347919261171,0.0115956224484461,0.895480757143592,0.50257121598784,0.945958212557774,0.949341982591894,0.479161999072308,0.761842358132593,0,0.0655258087344858
14.39,1.10144093722701e-19,0.716145569916916,0.280285533267706,0.00356889681527912,0.901914438112322,0.0116134437410697,0.896047416070084,0.50257197156942,0.946239259627353,0.949628385347612,0.47966084744067,0.761528378612707,0,0.0654595603433208
14.4,1.10144093722701e-19,0.715556803065149,0.280869750607495,0.00357344632725725,0.902478837773397,0.0116312503743014,0.896611980340225,0.50257271723309,0.946519267006435,0.949913732746021,0.480158984847046,0.761214391134754,0,0.0653930678985615
14.41,1.10144093722701e-19,0.714968272813967,0.281453746669756,0.00357798051617911,0.903041119884347,0.0116490422852399,0.897174451561111,0.502573453007862,0.946798235522417,0.95019802554442,0.480656409847992,0.760900397997031,0,0.065326331823439
14.42,1.10144093722701e-19,0.714379983489016,0.282037517176396,0.00358249933449011,0.903601286115508,0.0116668194113501,0.897734831370058,0.502574178923008,0.947076166017735,0.9504812645154,0.4811531210071,0.760586401498953,0,0.0652593525429523
14.43,1.10144093722701e-19,0.713791939410863,0.282621057854247,0.00358700273479164,0.904159338167497,0.0116845816904595,0.898293121434496,0.502574895008059,0.947353059349803,0.950763450446789,0.481649116895006,0.760272403941022,0,0.0651921304838667
14.44,1.10144093722701e-19,0.713204144894915,0.283204364435137,0.00359149066984955,0.904715277771122,0.0117023290607543,0.898849323451867,0.502575601292801,0.94762891639096,0.951044584141609,0.482144396089387,0.759958407624786,0,0.0651246660747153
14.45,1.10144093722701e-19,0.712616604251348,0.283787432655951,0.00359596309260281,0.905269106687273,0.011720061460776,0.899403439149511,0.502576297807269,0.947903738028405,0.95132466641802,0.482638957174966,0.759644414852805,0,0.0650569597457981
14.46,1.10144093722701e-19,0.712029321785027,0.284370258258703,0.00360041995617219,0.905820826706827,0.0117377788294169,0.899955470284563,0.502576984581745,0.948177525164146,0.951603698109279,0.483132798743516,0.759330427928617,0,0.0649890119291822
14.47,1.10144093722701e-19,0.711442301795437,0.284952836990596,0.0036048612138691,0.906370439650546,0.011755481105917,0.90050541864384,0.502577661646754,0.948450278714937,0.951881680063684,0.483625919393859,0.759016449156699,0,0.0649208230587019
14.48,1.10144093722701e-19,0.710855548576605,0.285535164604093,0.00360928681920451,0.906917947368977,0.0117731682298598,0.901053286043735,0.502578329033056,0.948721999612217,0.952158613144524,0.484118317731871,0.758702480842434,0,0.0648523935699588
