map,x,y,final_Bell_fidelity,final_concurrence,final_atomic_population,max_norm_error
loading,-0.075,-0.05,0.982122617184963,0.982112811558449,0.982132422811477,2.16711093514732e-11
loading,-0.075,-0.0416666666666667,0.982122617184963,0.982112811558448,0.982132422811477,2.1670332195356e-11
loading,-0.075,-0.0333333333333333,0.982122617184965,0.982112811558451,0.982132422811479,2.16711093514732e-11
loading,-0.075,-0.025,0.982122617184967,0.982112811558453,0.982132422811481,2.16711093514732e-11
loading,-0.075,-0.0166666666666667,0.982122617184963,0.982112811558449,0.982132422811478,2.16707762845658e-11
loading,-0.075,-0.00833333333333333,0.982122617184964,0.98211281155845,0.982132422811478,2.16711093514732e-11
loading,-0.075,0,0.982122617184967,0.982112811558453,0.982132422811481,2.16682227716092e-11
loading,-0.075,0.00833333333333333,0.982122617184964,0.98211281155845,0.982132422811479,2.16696660615412e-11
loading,-0.075,0.0166666666666667,0.982122617184964,0.98211281155845,0.982132422811478,2.16706652622634e-11
loading,-0.075,0.025,0.982122617184968,0.982112811558454,0.982132422811482,2.16705542399609e-11
loading,-0.075,0.0333333333333333,0.982122617184966,0.982112811558451,0.98213242281148,2.16704432176584e-11
loading,-0.075,0.0416666666666667,0.982122617184961,0.982112811558447,0.982132422811476,2.16709983291707e-11
loading,-0.075,0.05,0.982122617184963,0.982112811558449,0.982132422811477,2.16706652622634e-11
loading,-0.075,0.0583333333333333,0.98212261718497,0.982112811558456,0.982132422811484,2.16691109500289e-11
loading,-0.075,0.0666666666666667,0.982122617184965,0.982112811558451,0.98213242281148,2.16693329946338e-11
loading,-0.075,0.075,0.98212261718497,0.982112811558455,0.982132422811484,2.16693329946338e-11
loading,-0.075,0.0833333333333333,0.982122617184965,0.982112811558451,0.98213242281148,2.1670332195356e-11
loading,-0.075,0.0916666666666667,0.982122617184965,0.982112811558451,0.982132422811479,2.16713313960781e-11
loading,-0.075,0.1,0.982122617184969,0.982112811558454,0.982132422811483,2.16716644629855e-11
loading,-0.0666666666666667,-0.1,0.984999557247796,0.984989722897566,0.985009391598027,2.16625606341836e-11
loading,-0.0666666666666667,-0.0916666666666667,0.984999557247797,0.984989722897566,0.985009391598028,2.1661450411159e-11
loading,-0.0666666666666667,-0.0833333333333333,0.984999557247796,0.984989722897565,0.985009391598027,2.1661450411159e-11
loading,-0.0666666666666667,-0.075,0.9849995572478,0.984989722897569,0.985009391598031,2.16618945003688e-11
loading,-0.0666666666666667,-0.0666666666666667,0.984999557247792,0.984989722897561,0.985009391598023,2.16638929018131e-11
loading,-0.0666666666666667,-0.0583333333333333,0.984999557247801,0.98498972289757,0.985009391598032,2.16620055226713e-11
loading,-0.0666666666666667,-0.05,0.984999557247799,0.984989722897568,0.98500939159803,2.1661228366554e-11
loading,-0.0666666666666667,-0.0416666666666667,0.984999557247798,0.984989722897567,0.985009391598029,2.16616724557639e-11
loading,-0.0666666666666667,-0.0333333333333333,0.984999557247794,0.984989722897563,0.985009391598025,2.16631157456959e-11
loading,-0.0666666666666667,-0.025,0.9849995572478,0.984989722897569,0.985009391598031,2.16610063219491e-11
loading,-0.0666666666666667,-0.0166666666666667,0.984999557247807,0.984989722897576,0.985009391598037,2.16623385895787e-11
loading,-0.0666666666666667,-0.00833333333333333,0.984999557247794,0.984989722897563,0.985009391598025,2.16636708572082e-11
loading,-0.0666666666666667,0,0.984999557247801,0.98498972289757,0.985009391598032,2.16616724557639e-11
loading,-0.0666666666666667,0.00833333333333333,0.984999557247795,0.984989722897564,0.985009391598026,2.16633377903008e-11
